#Aaindex,
ZIMJ680104_base,
0,1,0,0,0,0,0,0,0.21,0,0,0.74,0,0,0,0,0,0,0,0
#Aaindex,
ZIMJ680104_acid,
0,0,0,-1,0,0,-0.89,0,0,0,0,0,0,0,0,0,0,0,0,0
#Aaindex,
FAUJ880109,
0,1,0.5,0.25,0,0.5,0.25,0,0.25,0,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0
#Aaindex,
ARGP820101,
0.2302,0,0,0,0,0,0,0,0,0.8377,0.5774,0,0.4453,0.7623,0.7358,0,0,1,0.7094,0.4981
#Aaindex,
FAUJ880103,
0.1238,0.7587,0.3651,0.3441,0.3007,0.4889,0.4678,0,0.5767,0.495,0.495,0.5903,0.5483,0.729,0.3366,0.198,0.3218,1,0.8007,0.3713
#Aaindex,
GEIM800101,
0.7253,0.4066,0.1978,0.5165,0.1758,0.4835,0.9451,0,0.7692,0.4615,0.7473,0.7692,1,0.5495,0,0.1648,0.1538,0.6044,0.0879,0.1978
#Aaindex,
CHOP780101,
0.1743,0.4404,1,0.9083,0.6606,0.4679,0.2477,1,0.4404,0,0.1101,0.4954,0.1193,0.1193,0.9633,0.8807,0.4495,0.4495,0.6147,0.0275
#Aaindex,
DAYM780101,
1,0.4932,0.411,0.5753,0.2192,0.3562,0.6438,0.9726,0.0959,0.4384,0.8356,0.726,0.0548,0.3151,0.5342,0.7808,0.6575,0,0.2877,0.726
